enrollment_id,lastlog-firstlog,study days,early events,mid events,late events
156721,0,1,0,0,0
156727,0,1,1,0,0
156729,0,1,0,0,0
156730,0,1,0,0,0
156731,0,1,0,0,0
156733,0,1,0,0,0
156741,0,1,0,0,0
156742,0,1,4,0,0
156744,0,1,0,0,0
156746,1,2,6,0,0
156748,0,1,0,18,0
156749,0,1,0,0,0
156750,3,3,0,4,11
156751,0,1,0,2,0
156753,0,1,6,0,0
156755,2,2,4,0,0
156757,16,2,2,0,1
156758,1,2,0,101,0
156760,14,3,0,0,0
156763,0,1,0,0,0
156764,14,4,2,7,0
156765,0,1,0,0,0
156766,0,1,0,0,0
156768,8,2,0,1,0
156773,0,1,0,0,0
156776,0,1,0,0,2
156777,0,2,0,0,7
156778,0,1,0,0,0
156783,0,1,0,0,0
156786,0,1,0,0,0
156787,1,2,0,0,0
156789,0,1,0,0,1
156791,0,1,0,0,0
156792,0,1,1,0,0
156793,1,2,15,0,0
156799,0,2,0,6,0
156800,0,1,0,0,0
156804,0,1,0,0,0
156816,0,1,0,0,48
156818,0,2,0,6,0
156820,0,1,0,0,0
156824,2,2,0,2,8
156826,6,4,0,0,140
156831,0,1,0,1,0
156832,6,2,0,0,3
156833,0,1,0,3,0
156835,0,2,0,79,0
156837,0,1,0,0,2
156841,0,1,0,0,0
156842,3,2,1,6,0
156847,2,2,0,58,0
156849,0,1,0,0,0
156850,0,1,0,0,2
156851,1,3,7,34,0
156853,0,1,0,0,7
156854,0,1,0,0,0
156858,0,1,0,0,4
156860,10,4,16,7,8
156868,1,2,34,21,0
156869,0,1,0,2,0
156876,0,1,0,0,0
156877,17,3,0,66,11
156878,0,1,0,0,0
156879,4,3,0,0,120
156886,2,2,7,2,0
156889,4,3,0,15,0
156893,0,1,0,3,0
156895,0,1,0,0,0
156898,0,1,0,6,0
156902,0,1,0,0,0
156903,0,1,0,0,0
156904,0,1,0,7,0
156906,0,1,0,0,24
156913,0,2,0,1,0
156914,0,1,0,13,0
156917,0,1,0,0,0
156919,15,5,33,14,22
156925,0,1,0,16,0
156934,0,1,0,2,0
156935,0,1,0,0,0
156936,15,2,2,0,0
156939,0,1,0,0,2
156940,0,1,0,5,0
156946,0,1,0,0,0
156948,0,1,0,6,0
156950,0,1,0,0,0
156951,0,1,0,0,0
156952,0,1,0,7,0
156953,0,1,0,0,226
156954,0,1,0,4,0
156959,0,1,0,1,0
156960,0,1,0,1,0
156963,0,1,0,0,0
156964,0,1,0,0,0
156972,0,1,0,13,0
156975,3,4,18,24,0
156977,0,1,0,1,0
156981,0,1,0,7,0
156989,0,1,0,0,0
156992,14,4,5,18,14
156996,0,1,0,2,0
156997,0,1,0,4,0
156998,0,1,0,0,0
157000,0,1,0,0,0
157001,0,1,0,8,0
157004,15,2,3,0,12
157005,0,1,0,0,0
157007,0,1,0,0,0
157008,0,1,0,10,0
157009,0,1,0,0,2
157011,0,1,0,0,0
157012,0,1,0,0,0
157025,16,5,105,42,18
157027,0,1,0,8,0
157028,0,1,0,14,0
157029,4,2,1,0,0
157030,0,1,0,0,0
157031,0,1,0,0,0
157032,0,1,0,0,0
157033,0,1,0,3,0
157034,0,1,0,0,0
157035,0,1,0,5,0
157036,0,1,0,7,0
157039,0,1,0,29,0
157046,0,1,0,0,0
157050,0,1,0,9,0
157052,0,1,0,0,0
157053,0,1,0,12,0
157057,18,2,5,0,43
157060,0,1,0,0,0
157063,0,1,0,15,0
157067,0,1,0,1,0
157068,0,1,0,0,0
157070,0,1,0,0,0
157071,1,2,0,0,0
157072,2,4,39,18,0
157073,0,1,0,24,0
157075,0,1,0,0,10
157076,0,1,0,0,0
157077,0,1,0,0,0
157081,0,1,0,1,0
157082,0,2,0,0,0
157083,0,1,0,3,0
157085,0,1,0,0,22
157086,21,5,5,0,1
157094,0,1,0,7,0
157099,0,2,0,14,0
157107,0,1,0,0,0
157108,2,2,16,12,0
157109,7,4,27,17,0
157111,0,1,0,0,6
157112,0,1,0,0,8
157115,1,2,0,0,149
157117,0,1,0,0,2
157118,0,1,0,6,0
157119,21,4,11,4,5
157124,0,1,0,1,0
157127,4,2,0,32,0
157128,14,2,0,0,0
157129,0,1,0,6,0
157133,2,2,0,29,0
157134,0,1,0,0,0
157137,0,1,0,5,0
157140,0,1,0,0,2
157148,0,1,0,0,5
157149,0,1,0,0,0
157152,1,2,0,35,0
157153,4,2,5,3,0
157155,0,1,0,5,0
157156,0,1,0,3,0
157157,1,2,0,21,0
157159,0,1,0,1,0
157162,0,1,0,0,0
157164,0,1,0,0,0
157166,9,2,0,27,1
157169,13,2,29,0,21
157170,0,1,0,0,0
157175,0,1,0,0,0
157176,3,2,0,0,51
157177,0,1,0,0,24
157182,0,1,0,0,2
157184,4,3,0,0,29
157186,0,1,0,0,0
157187,0,1,0,0,5
157191,0,1,0,0,2
157192,0,1,0,5,0
157194,8,3,0,0,10
157197,0,1,0,3,0
157199,6,3,0,0,87
157201,0,1,0,0,0
157205,0,1,0,0,0
157206,0,1,2,0,0
157208,0,1,0,0,0
157210,0,1,0,0,8
157219,19,6,3,41,14
157222,0,1,0,0,0
157223,0,1,3,0,0
157224,4,2,1,0,0
157226,0,1,0,0,1
157227,0,1,0,0,0
157228,0,1,0,0,1
157232,0,1,0,0,0
157233,0,1,0,0,8
157236,0,1,0,0,2
157238,0,1,0,0,5
157239,0,1,0,0,2
157243,0,1,0,0,0
157246,0,1,0,0,6
157248,0,1,0,0,0
157250,8,2,0,3,9
157251,0,1,0,0,39
157252,0,1,0,0,0
157253,0,1,0,0,6
157256,0,1,2,0,0
157264,0,1,0,0,3
157265,0,1,0,0,0
157268,0,1,0,0,16
157269,0,1,0,0,0
157287,15,2,13,0,3
157292,8,2,0,0,27
157294,0,1,0,0,10
157295,0,1,0,1,0
157299,0,1,0,0,0
157300,0,1,0,12,0
157302,15,4,3,13,31
157304,0,1,0,0,28
157305,0,1,0,0,0
157306,0,1,0,0,0
157308,5,3,0,10,12
157309,0,1,0,0,0
157310,0,1,0,0,0
157311,0,1,0,0,0
157319,0,2,0,0,16
157322,0,2,43,0,0
157328,0,1,0,0,1
157329,0,1,0,0,0
157333,0,1,0,0,4
157335,0,1,0,0,0
157337,15,7,25,20,10
157339,0,1,2,0,0
157346,0,1,0,0,0
157351,22,2,10,0,3
157354,0,1,0,0,3
157356,2,4,0,0,18
157360,0,1,0,0,1
157361,0,1,0,0,0
157362,0,1,0,0,0
157368,0,1,14,0,0
157370,0,1,0,0,1
157371,0,1,0,0,12
157373,0,1,0,0,0
157376,0,1,0,0,0
157378,0,1,0,0,0
157381,0,1,0,0,3
157389,0,2,0,0,0
157390,0,1,0,0,0
157391,0,1,0,1,0
157393,0,1,0,0,0
157395,0,1,2,0,0
157396,10,4,0,33,16
157397,0,1,0,0,0
157398,20,2,0,0,0
157399,0,1,0,0,0
157409,0,1,0,0,0
157412,0,1,0,0,0
157418,0,1,0,0,0
157422,0,1,0,0,2
157429,2,2,4,0,0
157430,0,1,0,0,4
157433,0,1,0,0,10
157434,0,1,0,0,16
157442,0,1,0,0,0
157446,0,1,0,0,0
157448,0,1,0,0,0
157453,0,1,0,0,0
157458,0,1,0,0,0
157461,0,1,0,3,0
157467,0,1,0,0,0
157471,0,1,0,0,0
157475,0,1,0,0,2
157480,0,1,2,0,0
157490,9,3,0,0,0
157493,7,2,34,2,0
157495,0,1,0,0,0
157498,0,1,0,0,2
157499,0,1,0,0,0
157501,0,1,0,0,0
157506,0,1,0,0,11
157507,0,2,0,0,0
157508,0,1,0,0,0
157512,0,1,4,0,0
157513,0,1,0,0,2
157514,5,4,0,7,64
157517,1,3,0,0,32
157521,0,1,0,0,0
157525,0,1,0,0,0
157528,21,3,0,0,2
157530,0,1,0,0,0
157531,0,1,0,0,6
157532,0,1,2,0,0
157535,0,1,0,0,2
157540,0,1,0,0,5
157547,0,1,0,0,0
157552,0,1,0,0,0
157554,0,1,10,0,0
157556,0,1,0,0,0
157558,0,1,0,0,0
157565,0,1,0,0,3
157568,0,1,0,0,0
157570,0,1,0,0,0
157571,0,1,0,0,0
157574,0,1,1,0,0
157576,0,2,0,4,0
157585,0,1,0,0,12
157593,0,1,0,0,0
157596,0,1,0,0,0
157601,0,1,0,0,0
157603,0,1,0,0,0
157605,0,1,0,0,0
157606,0,1,0,0,0
157611,0,1,0,0,1
157615,0,1,0,0,0
157616,0,1,0,0,3
157619,20,2,1,0,8
157620,0,1,0,0,2
157622,0,1,0,25,0
157626,0,1,1,0,0
157628,0,1,0,0,0
157629,0,2,0,0,2
157630,0,1,0,0,0
157631,14,3,0,0,0
157632,1,3,9,0,0
157634,0,1,0,2,0
157638,12,2,46,2,0
157640,12,3,0,0,0
157642,4,3,7,0,0
157643,0,1,0,0,0
157644,0,1,0,0,0
157646,4,2,67,0,0
157647,0,1,0,5,0
157648,0,1,0,0,0
157653,4,2,0,0,0
157654,0,1,0,0,0
157657,0,1,0,0,0
157658,0,1,0,0,0
157667,0,1,0,0,0
157676,0,1,0,0,0
157677,0,1,0,0,0
157678,0,1,0,0,0
157681,0,1,0,0,0
157683,0,1,0,0,0
157684,0,1,3,0,0
157685,1,2,3,0,0
157687,11,3,2,9,0
157693,0,1,0,0,0
157696,0,1,0,22,0
157698,0,1,0,0,0
157701,0,1,7,0,0
157702,0,1,0,0,0
157704,0,1,7,0,0
157705,0,1,5,0,0
157708,21,4,13,1,1
157711,2,3,0,0,0
157713,0,1,0,0,0
157714,2,3,28,0,0
157715,0,1,21,0,0
157717,0,1,0,0,0
157721,0,1,4,0,0
157724,0,1,8,0,0
157725,0,1,7,0,0
157729,0,1,0,0,0
157733,0,1,0,0,0
157739,0,1,0,0,0
157741,0,1,0,17,0
157743,0,1,0,0,0
157744,0,1,1,0,0
157748,0,1,0,0,0
157758,0,1,2,0,0
157761,0,1,0,4,0
157763,0,1,0,0,0
157764,0,1,8,0,0
157765,0,1,0,0,0
157766,23,2,4,0,0
157767,10,3,81,20,0
157768,3,3,121,0,0
157769,0,1,0,0,0
157774,0,1,3,0,0
157776,0,1,0,0,0
157780,0,1,0,0,0
157785,0,1,0,0,0
157787,0,1,0,0,0
157791,2,2,0,0,0
157794,0,1,0,0,0
157796,0,1,0,0,0
157797,0,1,2,0,0
157798,0,1,0,0,0
157804,0,1,0,0,0
157805,0,1,24,0,0
157806,4,3,0,0,0
157808,0,1,15,0,0
157809,0,1,0,0,0
157810,4,3,118,0,0
157811,0,1,0,0,0
157812,0,1,0,0,0
157816,0,1,0,0,0
157818,0,1,0,0,0
157819,0,1,5,0,0
157822,0,1,0,0,0
157823,1,2,19,0,0
157824,1,2,0,0,0
157825,11,4,8,16,0
157826,0,1,5,0,0
157830,0,1,0,0,0
157831,0,1,0,0,0
157832,0,1,0,0,0
157833,0,1,0,0,0
157834,4,3,20,0,0
157838,0,1,0,6,0
157839,0,1,0,0,0
157845,0,1,0,0,0
157848,0,1,2,0,0
157853,0,1,0,0,0
157854,1,2,0,0,0
157855,0,1,0,0,0
157861,20,3,69,35,50
157863,0,1,0,0,0
157865,0,1,0,0,0
157868,0,1,0,0,0
157870,3,2,0,0,0
157871,0,1,10,0,0
157875,0,2,55,0,0
157876,11,3,0,0,0
157879,0,1,0,0,0
157887,0,1,7,0,0
157890,0,1,0,0,0
157893,4,3,91,0,0
157894,0,1,0,0,0
157898,0,1,5,0,0
157904,1,2,0,0,0
157912,0,1,0,0,0
157913,0,1,0,11,0
157917,10,2,0,0,0
157919,3,3,36,0,0
157922,0,1,0,1,0
157925,0,1,0,0,0
157930,1,2,83,0,0
157935,0,1,0,0,0
157937,3,3,83,0,0
157938,3,2,0,91,0
157943,0,1,0,0,0
157946,10,2,0,0,0
157947,0,1,0,0,0
157949,11,2,4,1,0
157952,0,1,0,0,0
157953,0,1,0,10,0
157955,0,1,35,0,0
157956,0,1,0,0,0
157961,0,1,0,0,0
157962,0,1,8,0,0
157963,0,1,3,0,0
157968,0,1,0,0,0
157973,0,1,0,0,0
157974,4,3,87,0,0
157978,0,1,0,0,0
157983,0,1,8,0,0
157984,3,3,39,0,0
157986,1,2,5,0,0
157990,0,1,10,0,0
158000,1,2,16,0,0
158005,0,1,2,0,0
158011,0,1,12,0,0
158015,0,1,0,0,0
158018,0,1,0,2,0
158019,3,3,0,0,0
158020,0,1,1,0,0
158023,4,4,0,0,0
158026,0,1,0,0,0
158027,0,1,0,6,0
158028,0,1,0,0,0
158030,0,1,0,2,0
158031,0,1,6,0,0
158037,0,1,13,0,0
158040,0,1,0,0,0
158042,0,1,0,0,0
158047,0,1,4,0,0
158048,0,1,36,0,0
158049,0,1,2,0,0
158051,3,3,33,0,0
158053,4,2,0,71,0
158057,4,4,78,0,0
158059,1,3,0,0,0
158060,1,2,0,0,0
158061,0,1,2,0,0
158062,0,1,0,0,0
158063,0,1,0,0,0
158069,0,1,0,0,0
158072,0,1,1,0,0
158076,0,1,0,16,0
158079,0,1,0,0,0
158082,0,1,0,0,0
158083,14,5,0,0,0
158084,0,2,0,0,0
158090,0,1,0,0,0
158098,0,1,5,0,0
158099,0,1,40,0,0
158101,0,1,0,0,0
158103,4,2,0,0,0
158105,0,1,0,0,0
158115,10,2,31,12,0
158117,0,2,0,0,0
158120,0,1,0,3,0
158123,0,1,7,0,0
158126,0,1,0,0,0
158131,0,1,0,0,0
158133,0,1,17,0,0
158135,22,2,2,0,16
158138,0,1,0,0,0
158139,0,1,0,0,0
158144,0,1,0,1,0
158151,0,1,0,0,0
158154,0,1,0,0,0
158156,0,1,0,0,0
158157,0,1,0,0,0
158158,0,1,0,0,0
158159,0,1,0,0,0
158161,12,3,0,0,0
158164,1,2,7,0,0
158166,0,1,0,0,0
158170,0,1,0,0,0
158172,0,1,0,0,0
158174,0,1,9,0,0
158175,0,1,0,0,0
158180,0,1,0,0,0
158181,3,4,0,0,0
158182,0,1,24,0,0
158189,0,1,2,0,0
158191,0,1,0,0,0
158192,1,2,19,0,0
158193,0,1,0,0,0
158195,0,1,0,34,0
158196,0,1,50,0,0
158199,22,4,0,0,14
158200,0,1,0,0,0
158201,0,1,2,0,0
158204,1,2,16,0,0
158205,3,3,0,5,66
158206,0,1,0,0,0
158207,0,1,0,0,0
158211,0,2,8,0,0
158213,7,2,67,0,0
158214,1,2,9,0,0
158216,0,1,16,0,0
158219,22,3,47,0,4
158222,0,1,0,0,0
158225,0,1,0,0,0
158227,0,2,0,0,0
158228,0,1,0,4,0
158229,0,1,0,0,0
158232,0,1,0,0,0
158233,0,1,0,6,0
158235,0,1,0,0,0
158238,20,2,0,0,2
158243,0,2,0,0,0
158245,0,1,0,0,0
158247,0,1,0,0,0
158249,0,1,0,4,0
158250,0,1,0,0,0
158251,0,1,20,0,0
158253,0,2,0,0,0
158258,0,1,0,0,0
158259,0,1,2,0,0
158260,0,1,0,0,0
158265,0,1,33,0,0
158268,0,2,0,0,0
158270,1,2,0,0,0
158274,2,3,0,0,0
158277,0,1,0,0,0
158295,4,3,0,0,0
158296,0,1,0,0,0
158297,0,1,0,0,0
158300,3,2,0,0,0
158302,0,1,5,0,0
158303,0,1,55,0,0
158305,1,2,0,0,0
158307,0,1,1,0,0
158308,0,1,0,0,0
158312,3,2,0,47,0
158317,0,1,0,0,0
158318,2,2,0,0,0
158319,0,1,36,0,0
158321,0,1,0,0,0
158322,1,2,0,0,0
158325,0,1,0,8,0
158326,2,3,0,0,0
158327,0,1,14,0,0
158329,0,1,0,3,0
158333,3,3,0,0,0
158335,10,3,0,2,0
158337,0,2,0,0,0
158339,0,1,0,1,0
158342,12,2,7,0,0
158347,0,1,2,0,0
158349,13,6,0,0,0
158350,0,2,0,0,0
158352,2,3,0,0,0
158355,0,1,0,2,0
158356,0,2,0,0,0
158366,0,1,1,0,0
158367,0,1,0,0,0
158369,0,2,0,0,0
158375,3,3,0,0,0
158379,0,1,3,0,0
158381,3,2,0,37,0
158385,0,1,0,0,0
158386,10,3,0,0,0
158388,0,1,0,1,0
158392,16,3,2,11,0
158395,0,1,1,0,0
158398,0,1,0,0,0
158400,0,1,0,0,0
158403,0,1,0,5,0
158405,1,2,0,0,0
158406,3,3,0,0,0
158407,0,1,0,0,0
158411,0,1,0,0,0
158412,0,1,0,0,0
158416,13,3,0,0,0
158417,11,5,0,162,13
158423,0,1,0,7,0
158424,3,3,0,0,0
158425,0,1,0,0,0
158426,2,2,0,0,0
158428,0,1,0,0,0
158430,2,2,0,0,0
158432,0,1,0,0,0
158433,0,1,0,0,0
158434,0,1,0,0,0
158435,0,1,0,0,0
158439,0,1,0,0,0
158442,0,2,42,0,0
158448,0,1,13,0,0
158449,0,1,8,0,0
158450,1,2,0,0,0
158451,0,1,8,0,0
158452,0,1,0,19,0
158458,0,1,0,0,0
158459,0,1,0,2,0
158465,0,1,4,0,0
158467,17,3,0,0,0
158471,19,2,9,0,5
158475,0,1,11,0,0
158476,0,1,0,0,0
158477,0,1,0,0,0
158485,0,1,0,55,0
158486,0,1,0,0,0
158490,4,2,0,0,0
158491,0,1,0,0,0
158497,0,1,14,0,0
158501,0,1,0,0,0
158502,0,1,0,0,0
158503,0,1,2,0,0
158505,10,3,104,6,0
158506,0,1,0,0,0
158507,0,1,0,0,0
158509,0,1,0,2,0
158512,0,1,0,0,0
158514,0,1,0,0,0
158515,13,4,0,0,0
158516,0,1,0,0,0
158520,0,1,0,0,0
158522,0,1,0,0,0
158532,0,1,2,0,0
158534,0,1,0,0,0
158536,0,1,0,0,0
158538,0,1,0,0,0
158540,0,1,4,0,0
158542,0,1,0,19,0
158547,0,1,0,0,0
158548,0,1,0,0,0
158555,0,1,12,0,0
158558,0,1,0,0,0
158562,12,3,14,0,0
158563,1,3,0,0,0
158564,0,1,0,0,0
158567,0,1,0,0,0
158569,0,1,0,0,0
158570,0,1,0,0,0
158571,2,2,71,0,0
158575,4,3,0,0,0
158578,12,4,0,0,0
158583,0,1,0,0,0
158585,0,1,0,0,0
158588,0,1,0,0,0
158590,0,1,0,0,0
158591,0,1,2,0,0
158597,2,2,0,26,0
158599,0,2,0,0,0
158600,0,1,0,0,0
158601,0,1,0,0,0
158602,0,1,0,0,0
158608,0,1,9,0,0
158609,0,2,0,0,0
158615,0,2,0,0,0
158623,0,1,0,0,0
158626,3,3,16,0,0
158627,19,4,7,1,0
158629,0,1,0,0,0
158630,0,1,16,0,0
158633,0,1,0,0,0
158634,0,1,0,1,0
158638,0,1,0,0,0
158640,0,1,6,0,0
158641,0,1,0,0,0
158642,0,1,5,0,0
158643,0,1,0,0,0
158646,14,5,0,0,0
158647,0,1,0,0,0
158649,0,1,0,0,0
158650,12,3,0,107,70
158652,0,1,20,0,0
158653,12,3,0,0,0
158655,0,1,4,0,0
158658,9,5,0,0,0
158659,23,5,0,12,10
158660,0,1,0,0,0
158662,0,1,0,0,0
158663,0,1,0,0,0
158664,11,3,0,3,1
158665,13,4,11,3,0
158667,0,1,0,0,0
158670,0,1,0,0,0
158672,0,1,0,0,0
158673,0,1,8,0,0
158674,0,1,0,0,0
158677,0,1,0,0,0
158678,0,1,0,0,0
158680,2,3,65,0,0
158686,0,1,0,0,0
158694,0,1,0,5,0
158699,1,2,0,0,0
158700,4,3,0,104,0
158707,0,1,18,0,0
158709,2,2,0,14,0
158714,0,1,0,2,0
158716,11,3,0,216,20
158717,0,1,0,0,0
158722,1,2,0,0,0
158724,0,1,0,2,0
158727,0,2,13,0,0
158730,0,1,6,0,0
158732,1,2,0,0,0
158736,0,1,0,0,0
158740,2,3,0,0,0
158743,0,1,15,0,0
158746,0,1,0,0,0
158750,0,1,0,0,0
158753,0,1,0,0,0
158755,0,1,0,0,0
158760,0,1,10,0,0
158763,12,3,0,0,0
158766,0,2,0,0,0
158768,0,1,0,0,0
158772,0,1,0,0,0
158776,0,1,13,0,0
158778,0,1,0,0,0
158780,1,2,15,0,0
158781,17,2,41,43,0
158782,0,1,5,0,0
158784,0,1,0,7,0
158790,0,1,0,0,0
158791,19,2,2,0,5
158792,0,1,0,0,0
158794,0,1,4,0,0
158796,0,1,2,0,0
158802,0,1,0,0,0
158809,12,2,0,60,17
158810,0,1,0,0,0
158811,0,1,0,0,0
158814,0,1,0,0,0
158818,0,1,0,0,0
158827,0,1,6,0,0
158828,0,1,0,0,0
158833,0,1,0,0,0
158834,2,2,0,0,0
158835,0,1,94,0,0
158838,1,2,0,0,0
158839,0,1,0,0,0
158840,0,1,0,2,0
158841,0,1,4,0,0
158842,0,1,0,0,0
158843,1,2,0,0,0
158846,12,4,49,0,0
158847,0,1,4,0,0
158849,3,2,0,0,0
158855,0,1,0,0,0
158857,0,1,0,0,0
158859,16,3,41,2,0
158861,0,1,0,0,0
158871,0,1,0,0,0
158874,0,1,0,0,0
158875,0,1,0,0,0
158878,0,1,4,0,0
158883,0,1,0,0,0
158884,0,1,0,0,0
158885,10,2,13,4,0
158887,0,1,0,0,0
158891,0,1,0,0,0
158893,1,2,0,0,0
158895,0,1,7,0,0
158898,0,2,0,0,0
158906,0,1,0,6,0
158907,0,1,0,0,0
158908,0,1,4,0,0
158909,0,1,0,0,0
158912,0,1,4,0,0
158913,3,2,0,7,0
158915,0,2,0,0,0
158916,1,2,53,0,0
158917,0,1,0,0,0
158918,0,1,0,3,0
158920,0,1,0,0,0
158925,0,1,11,0,0
158928,0,1,1,0,0
158929,0,1,0,0,0
158930,9,2,2,12,0
158931,0,1,0,0,0
158932,0,1,0,0,0
158933,0,1,1,0,0
158934,0,1,0,0,0
158935,0,1,2,0,0
158937,0,1,0,0,0
158938,24,6,0,0,5
158944,24,4,17,32,70
158945,0,1,0,0,0
158947,1,2,0,2,0
158951,0,1,0,0,0
158952,0,1,1,0,0
158953,3,2,0,0,0
158959,0,1,0,0,0
158960,0,1,0,0,0
158961,0,1,0,0,0
158963,0,1,2,0,0
158965,0,1,0,0,0
158967,1,2,29,0,0
158969,0,1,74,0,0
158973,0,1,0,0,0
158974,0,1,0,0,0
158976,0,1,0,0,0
158977,0,1,6,0,0
158979,21,3,0,0,34
158980,0,1,0,0,0
158981,1,3,0,0,0
158982,0,1,0,0,0
158984,0,1,0,0,0
158986,0,2,0,0,0
158989,0,2,0,4,0
158992,0,1,0,0,0
158996,11,3,0,0,0
159000,0,1,0,0,0
159005,0,1,0,2,0
159006,0,1,0,0,0
159008,21,2,0,0,1
159010,0,1,0,1,0
159011,2,2,0,0,0
159012,0,1,0,2,0
159014,0,1,0,0,0
159016,0,1,0,0,0
159019,0,1,0,0,0
159021,1,2,0,0,0
159026,0,1,119,0,0
159027,0,1,0,0,0
159031,0,1,0,0,0
159036,3,2,30,0,0
159038,0,1,0,0,0
159039,0,1,0,0,0
159040,0,1,0,0,0
159041,0,1,0,0,0
159043,0,1,7,0,0
159044,0,1,0,0,0
159046,1,2,0,0,0
159050,1,2,7,0,0
159051,0,1,0,0,0
159054,0,1,0,0,0
159059,0,1,0,0,0
159066,0,1,12,0,0
159067,0,1,19,0,0
159071,0,1,0,0,0
159072,0,1,0,0,0
159075,0,1,0,0,0
159077,0,1,0,0,0
159078,3,2,0,0,0
159087,0,1,0,0,0
159088,0,1,7,0,0
159092,12,2,0,0,0
159095,0,1,0,0,0
159096,0,1,0,0,0
159098,0,1,0,0,0
159099,0,1,0,0,0
159100,0,1,0,0,0
159103,0,1,0,0,0
159104,0,1,0,0,0
159112,0,1,9,0,0
159113,0,1,2,0,0
159115,0,1,46,0,0
159118,0,1,0,0,0
159120,0,1,2,0,0
159123,0,1,0,0,0
159124,22,4,0,0,18
159129,0,1,3,0,0
159130,0,1,0,0,0
159132,0,1,0,0,0
159133,0,1,0,0,0
159134,0,1,30,0,0
159137,0,1,0,0,0
159138,0,1,4,0,0
159140,0,1,2,0,0
159141,0,1,0,0,0
159142,1,2,0,0,0
159143,0,1,0,0,0
159148,0,1,0,0,0
159149,0,1,0,0,0
159150,3,2,0,0,0
159152,0,1,3,0,0
159155,0,1,0,0,0
159156,0,1,0,0,0
159159,0,1,0,0,0
159161,0,1,0,0,0
159162,0,1,0,0,0
159164,2,2,0,0,0
159165,0,1,0,0,0
159169,0,1,0,0,0
159171,0,1,3,0,0
159181,0,1,0,0,0
159187,0,1,0,2,0
159188,0,1,2,0,0
159189,0,1,0,0,0
159190,16,2,0,0,0
159192,0,1,0,0,0
159193,9,2,0,0,0
159200,13,3,0,0,0
159201,0,1,0,0,0
159203,0,1,0,0,0
159206,3,2,0,0,0
159210,0,1,0,0,0
159217,9,2,0,0,0
159219,0,1,4,0,0
159220,0,1,10,0,0
159221,0,1,0,0,0
159229,3,3,0,0,0
159232,0,1,4,0,0
159237,0,1,0,0,0
159240,0,1,0,60,0
159246,0,1,4,0,0
159251,0,1,0,0,0
159253,0,1,2,0,0
159255,0,1,0,0,0
159258,0,1,0,0,0
159262,3,2,0,0,0
159263,3,2,7,0,0
159264,2,2,0,0,0
159270,0,1,0,0,0
159271,0,1,0,0,0
159272,0,1,0,0,0
159273,0,1,36,0,0
159276,2,2,0,0,0
159277,0,1,0,0,0
159289,11,4,0,0,0
159294,0,1,0,0,0
159296,0,1,0,0,0
159297,19,2,0,0,0
159299,0,1,0,0,0
159302,12,2,0,0,0
159305,0,2,0,0,0
159307,12,4,17,10,0
159308,0,1,0,0,0
159310,0,1,3,0,0
159312,0,1,0,0,0
159316,0,1,0,0,0
159317,0,1,0,0,0
159326,0,1,0,0,0
159327,0,1,0,0,0
159331,0,1,0,0,0
159334,2,2,0,0,0
159338,9,4,0,0,0
159341,0,1,0,0,0
159343,9,3,0,0,0
159344,0,1,0,0,0
159345,18,2,54,67,0
159349,0,1,0,0,0
159350,0,1,0,0,0
159356,0,1,0,0,0
159357,0,1,0,3,0
159358,11,2,0,0,0
159363,0,1,2,0,0
159364,0,1,0,0,0
159365,0,1,0,0,0
159369,0,1,43,0,0
159370,0,1,0,0,0
159372,0,1,0,0,0
159375,0,1,0,0,0
159376,0,1,0,0,0
159378,0,1,0,0,0
159380,0,1,0,0,0
159381,0,1,0,0,0
159389,0,1,11,0,0
159390,0,1,0,0,0
159392,0,1,0,0,0
159403,0,1,0,38,0
159404,0,1,0,0,0
159405,2,3,0,0,0
159407,0,1,0,0,0
159410,0,1,0,0,0
159418,0,1,0,0,0
159419,22,4,0,0,36
159421,0,1,0,0,0
159424,0,2,0,0,0
159428,0,1,0,0,0
159430,0,1,10,0,0
159432,0,1,0,0,0
159435,0,2,0,48,0
159437,0,1,0,15,0
159438,0,1,0,0,0
159439,0,1,54,0,0
159440,0,1,0,0,0
159441,0,1,0,0,0
159446,0,1,0,17,0
159452,1,2,0,0,0
159453,0,1,0,0,0
159455,0,1,0,0,0
159460,0,1,0,0,0
159463,0,1,0,0,0
159466,0,1,0,0,0
159468,0,1,0,0,0
159469,0,1,0,0,0
159471,0,1,0,0,0
159472,0,1,6,0,0
159477,0,1,0,0,0
159478,0,1,0,0,0
159479,2,2,0,0,0
159481,0,1,0,0,0
159485,0,1,2,0,0
159487,8,2,0,0,0
159491,0,1,0,0,0
159497,0,1,0,27,0
159498,0,1,0,0,0
159502,0,1,5,0,0
159503,0,1,0,0,0
159505,0,1,0,0,0
159515,3,2,0,30,0
159517,0,1,0,0,0
159520,0,1,2,0,0
159524,0,1,0,3,0
159525,0,1,2,0,0
159527,0,1,0,6,0
159528,0,1,0,0,0
159530,0,1,0,0,0
159534,0,1,0,0,0
159538,0,1,146,0,0
159540,0,1,0,0,0
159542,0,1,7,0,0
159545,0,1,0,4,0
159549,0,1,0,0,0
159554,0,1,0,0,0
159557,0,1,0,3,0
159558,0,1,0,0,0
159561,0,1,0,0,0
159565,2,3,0,0,0
159572,0,1,0,14,0
159573,0,1,0,0,0
159576,9,2,4,6,0
159577,0,1,0,0,0
159579,0,1,0,0,0
159580,0,1,0,0,0
159581,0,1,0,0,0
