enrollment_id,navigate,access,problem,page_close,video,discussion,wiki,server,browser,lastlog-firstlog,study days,early events,mid events,late events
170832,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,0,0,0
170833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170843,4.0,11.0,1.0,9.0,5.0,0.0,0.0,15.0,15.0,12,2,0,0,14
170848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170850,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0,1,0,0,0
170857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170870,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170871,3.0,5.0,0.0,3.0,2.0,0.0,0.0,7.0,6.0,0,1,0,6,0
170873,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,1,0,0,0
170878,3.0,8.0,9.0,3.0,5.0,0.0,0.0,9.0,19.0,0,1,0,0,22
170883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170887,12.0,12.0,6.0,4.0,4.0,5.0,1.0,26.0,18.0,0,1,0,0,0
170889,5.0,16.0,2.0,8.0,4.0,0.0,0.0,18.0,17.0,6,2,0,0,0
170894,7.0,14.0,4.0,1.0,5.0,8.0,0.0,25.0,14.0,7,2,20,1,0
170896,4.0,10.0,0.0,7.0,5.0,2.0,0.0,16.0,12.0,14,2,0,0,11
170901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170902,6.0,2.0,0.0,1.0,1.0,1.0,1.0,10.0,2.0,0,1,0,0,0
170904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170906,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
170910,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170912,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,0,0
170913,11.0,34.0,39.0,19.0,13.0,0.0,1.0,38.0,79.0,13,2,0,0,30
170915,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3,2,0,0,0
170919,4.0,3.0,0.0,1.0,1.0,1.0,0.0,7.0,3.0,0,1,0,0,0
170921,5.0,12.0,32.0,1.0,4.0,3.0,1.0,14.0,44.0,0,1,0,0,0
170922,4.0,6.0,0.0,3.0,1.0,0.0,0.0,9.0,5.0,1,2,0,0,0
170923,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0,1,0,1,0
170925,7.0,20.0,7.0,12.0,9.0,0.0,1.0,26.0,30.0,19,3,0,0,18
170928,3.0,4.0,0.0,2.0,0.0,18.0,0.0,25.0,2.0,2,2,2,0,0
170930,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,2,0
170933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170936,2.0,11.0,9.0,2.0,2.0,0.0,0.0,12.0,14.0,0,1,0,12,0
170937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170941,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
170942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170943,1.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,0,1,0,0,0
170945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170949,6.0,4.0,4.0,1.0,2.0,2.0,1.0,10.0,10.0,0,1,0,0,0
170950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170952,9.0,3.0,0.0,2.0,0.0,10.0,4.0,26.0,2.0,0,1,2,0,0
170954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170956,4.0,3.0,0.0,2.0,1.0,10.0,0.0,17.0,3.0,3,2,3,0,0
170960,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
170961,15.0,17.0,0.0,8.0,8.0,2.0,2.0,30.0,22.0,0,1,0,0,0
170963,9.0,31.0,6.0,9.0,14.0,0.0,0.0,24.0,45.0,13,2,0,16,31
170969,2.0,4.0,0.0,1.0,2.0,0.0,0.0,4.0,5.0,0,1,0,0,0
170971,3.0,10.0,0.0,7.0,0.0,1.0,0.0,13.0,8.0,0,1,0,0,8
170972,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8,2,0,0,0
170976,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,0,0
170977,19.0,19.0,14.0,6.0,4.0,14.0,5.0,53.0,28.0,0,1,0,0,0
170980,5.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1,2,0,4,0
170983,6.0,18.0,8.0,0.0,1.0,4.0,0.0,24.0,13.0,0,1,0,0,18
170985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
170987,3.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,0,1,0,0,0
170989,5.0,11.0,6.0,6.0,4.0,3.0,0.0,17.0,18.0,0,1,0,18,0
170990,8.0,14.0,4.0,7.0,2.0,2.0,0.0,21.0,16.0,0,1,0,0,0
170993,9.0,11.0,1.0,4.0,2.0,19.0,1.0,37.0,10.0,8,3,0,0,0
170994,10.0,16.0,0.0,8.0,1.0,3.0,1.0,29.0,10.0,7,3,0,0,0
171002,4.0,11.0,0.0,1.0,5.0,0.0,1.0,7.0,15.0,0,1,0,0,0
171003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171007,4.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,0,1,0,0,0
171011,3.0,30.0,23.0,13.0,12.0,0.0,0.0,26.0,55.0,1,2,0,56,0
171014,12.0,9.0,2.0,4.0,2.0,6.0,3.0,28.0,10.0,0,1,0,0,0
171016,6.0,7.0,6.0,2.0,2.0,3.0,1.0,14.0,13.0,0,1,0,0,0
171019,5.0,5.0,10.0,1.0,2.0,1.0,2.0,10.0,16.0,0,1,0,0,0
171020,1.0,3.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0,1,0,0,4
171021,2.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0,1,0,0,0
171022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171028,2.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,0,1,0,3,0
171029,4.0,8.0,0.0,5.0,4.0,10.0,3.0,24.0,10.0,0,1,0,0,10
171030,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171032,3.0,6.0,2.0,1.0,0.0,0.0,0.0,5.0,7.0,0,1,0,0,0
171033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171034,8.0,13.0,8.0,3.0,5.0,0.0,0.0,13.0,24.0,0,1,0,0,0
171036,3.0,15.0,6.0,6.0,10.0,0.0,0.0,12.0,28.0,0,1,0,0,30
171038,9.0,14.0,0.0,5.0,5.0,8.0,1.0,26.0,16.0,0,1,0,0,0
171039,4.0,22.0,7.0,7.0,10.0,1.0,0.0,20.0,31.0,0,1,0,0,36
171040,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,2,0
171042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171044,2.0,9.0,3.0,5.0,7.0,0.0,0.0,8.0,18.0,0,1,0,19,0
171053,10.0,11.0,0.0,4.0,4.0,13.0,2.0,31.0,13.0,6,2,0,0,0
171054,2.0,11.0,0.0,1.0,1.0,0.0,0.0,10.0,5.0,0,1,0,0,11
171058,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,1,0,0,0
171062,8.0,18.0,3.0,5.0,4.0,1.0,1.0,18.0,22.0,1,2,0,0,0
171067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171069,2.0,4.0,0.0,2.0,1.0,0.0,0.0,6.0,3.0,7,2,0,0,0
171072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171074,2.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0,1,0,0,3
171075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171078,5.0,10.0,3.0,4.0,3.0,5.0,1.0,17.0,14.0,0,1,0,0,0
171084,1.0,5.0,3.0,1.0,4.0,0.0,0.0,4.0,10.0,0,1,0,0,10
171091,5.0,6.0,0.0,4.0,3.0,1.0,1.0,13.0,7.0,7,2,0,0,7
171096,9.0,35.0,20.0,15.0,8.0,10.0,1.0,46.0,52.0,0,1,0,52,0
171097,2.0,5.0,4.0,2.0,3.0,0.0,0.0,6.0,10.0,0,1,0,0,9
171104,5.0,5.0,0.0,1.0,2.0,21.0,1.0,32.0,3.0,0,2,0,0,0
171107,8.0,21.0,0.0,10.0,9.0,1.0,1.0,25.0,25.0,0,1,0,0,0
171114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171115,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,0,2
171116,23.0,24.0,2.0,16.0,10.0,33.0,5.0,82.0,31.0,14,3,0,0,19
171117,3.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0,1,0,0,0
171119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171121,5.0,2.0,0.0,2.0,1.0,3.0,3.0,13.0,3.0,0,1,0,3,0
171123,14.0,12.0,0.0,6.0,5.0,1.0,0.0,26.0,12.0,0,1,0,0,14
171127,9.0,5.0,0.0,3.0,0.0,0.0,0.0,14.0,3.0,1,2,0,0,3
171128,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0,1,0,0,0
171130,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,0,0
171135,5.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,2.0,0,1,2,0,0
171136,4.0,3.0,6.0,1.0,1.0,0.0,1.0,8.0,8.0,0,1,0,0,0
171139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171140,3.0,8.0,0.0,2.0,3.0,0.0,0.0,7.0,9.0,0,1,0,0,0
171142,7.0,63.0,0.0,9.0,4.0,0.0,0.0,69.0,14.0,19,3,0,0,46
171143,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,0,0,0
171145,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,2,0
171151,1.0,3.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0,1,0,0,4
171152,7.0,5.0,4.0,1.0,2.0,1.0,4.0,15.0,9.0,0,1,0,0,0
171154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
171155,14.0,11.0,11.0,4.0,4.0,3.0,2.0,26.0,23.0,0,1,0,0,0
171156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171157,4.0,15.0,0.0,8.0,7.0,0.0,0.0,16.0,18.0,0,2,0,20,0
171158,4.0,4.0,3.0,1.0,1.0,2.0,1.0,9.0,7.0,0,1,0,0,0
171162,14.0,61.0,61.0,18.0,31.0,11.0,2.0,58.0,140.0,0,1,0,0,151
171163,4.0,41.0,34.0,24.0,12.0,0.0,0.0,32.0,83.0,0,1,0,81,0
171170,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,3,2,0,0,0
171173,3.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,0,0
171174,6.0,5.0,0.0,1.0,0.0,0.0,1.0,12.0,1.0,0,1,0,0,0
171175,6.0,24.0,0.0,2.0,7.0,1.0,2.0,26.0,16.0,27,2,4,0,23
171178,2.0,13.0,0.0,9.0,7.0,0.0,0.0,13.0,18.0,8,2,2,16,0
171185,6.0,18.0,0.0,7.0,5.0,0.0,1.0,19.0,18.0,0,1,0,0,0
171186,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,0,0
171188,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
171189,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,1,0,0,0
171192,4.0,8.0,10.0,3.0,3.0,1.0,0.0,12.0,17.0,0,1,0,0,0
171193,2.0,8.0,0.0,7.0,6.0,0.0,0.0,10.0,13.0,0,1,0,13,0
171194,6.0,25.0,4.0,7.0,11.0,0.0,0.0,17.0,36.0,0,1,0,0,37
171195,5.0,7.0,0.0,3.0,0.0,2.0,3.0,17.0,3.0,0,1,6,0,0
171202,5.0,24.0,16.0,6.0,5.0,2.0,0.0,21.0,37.0,0,1,0,0,41
171205,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,0,0
171206,7.0,8.0,0.0,6.0,0.0,1.0,1.0,16.0,7.0,0,1,7,0,0
171210,5.0,22.0,106.0,2.0,5.0,3.0,1.0,17.0,127.0,0,1,0,0,0
171211,6.0,6.0,0.0,4.0,2.0,1.0,0.0,13.0,6.0,4,2,0,0,0
171214,4.0,5.0,0.0,1.0,1.0,2.0,0.0,11.0,2.0,8,2,0,0,0
171215,1.0,18.0,9.0,6.0,4.0,0.0,0.0,12.0,26.0,0,1,0,26,0
171217,7.0,73.0,21.0,26.0,47.0,1.0,0.0,42.0,133.0,14,2,0,77,57
171219,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,11,2,0,2,0
171227,12.0,10.0,0.0,3.0,3.0,4.0,1.0,23.0,10.0,8,2,0,0,0
171229,3.0,3.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0,0,2,0,0,0
171231,5.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0,1,0,0,2
171234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171235,10.0,20.0,6.0,9.0,5.0,6.0,1.0,33.0,24.0,3,3,0,0,0
171236,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
171238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171239,5.0,17.0,0.0,7.0,3.0,0.0,0.0,22.0,10.0,0,1,0,0,17
171240,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171242,11.0,14.0,2.0,0.0,0.0,1.0,2.0,25.0,5.0,0,1,0,0,0
171243,8.0,12.0,0.0,5.0,4.0,1.0,0.0,17.0,13.0,0,1,0,0,0
171246,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,0,0
171247,20.0,15.0,3.0,4.0,4.0,10.0,2.0,41.0,17.0,18,3,0,0,3
171250,7.0,7.0,0.0,1.0,3.0,1.0,2.0,12.0,9.0,0,1,0,0,0
171251,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,2,0
171257,1.0,6.0,0.0,4.0,3.0,0.0,0.0,6.0,8.0,0,1,0,0,8
171258,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0,1,0,0,0
171260,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,2,0
171264,10.0,34.0,11.0,4.0,2.0,8.0,0.0,47.0,22.0,0,1,0,45,0
171266,4.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,0,1,0,0,0
171274,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,0,0
171278,8.0,14.0,2.0,4.0,2.0,2.0,1.0,20.0,13.0,0,1,0,0,0
171281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171282,4.0,5.0,0.0,3.0,4.0,0.0,0.0,8.0,8.0,0,1,9,0,0
171283,4.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0,0,1,0,3,0
171285,11.0,3.0,0.0,2.0,2.0,1.0,1.0,16.0,4.0,0,1,0,4,0
171286,1.0,5.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0,0,1,0,0,0
171287,10.0,5.0,0.0,3.0,2.0,1.0,0.0,16.0,5.0,0,1,0,0,0
171291,3.0,13.0,0.0,5.0,2.0,0.0,0.0,13.0,10.0,7,3,0,0,0
171295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171296,6.0,10.0,14.0,4.0,3.0,11.0,1.0,25.0,24.0,0,1,0,0,0
171302,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,0,0
171303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171304,9.0,26.0,46.0,3.0,5.0,3.0,1.0,19.0,74.0,0,1,0,0,0
171305,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,0,1,0,0,4
171309,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,0,0
171317,6.0,12.0,20.0,2.0,4.0,0.0,2.0,13.0,33.0,0,1,0,0,0
171318,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,2,0
171325,5.0,7.0,2.0,1.0,3.0,0.0,0.0,7.0,11.0,0,1,0,0,0
171326,8.0,12.0,0.0,0.0,0.0,0.0,3.0,21.0,2.0,0,1,0,10,0
171329,12.0,42.0,26.0,17.0,12.0,5.0,0.0,42.0,72.0,0,1,0,77,0
171330,12.0,15.0,5.0,6.0,3.0,1.0,1.0,25.0,18.0,0,1,0,0,0
171332,18.0,35.0,52.0,10.0,9.0,15.0,5.0,66.0,78.0,16,3,0,0,0
171333,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,0,1,0,4,0
171338,9.0,14.0,3.0,5.0,4.0,0.0,3.0,18.0,20.0,0,1,0,0,0
171339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171340,13.0,39.0,4.0,18.0,1.0,1.0,0.0,47.0,29.0,1,3,0,30,0
171341,8.0,8.0,13.0,3.0,3.0,5.0,2.0,21.0,21.0,0,1,0,0,0
171346,6.0,55.0,4.0,18.0,13.0,0.0,0.0,28.0,68.0,1,3,0,68,0
171355,6.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,0,1,0,0,0
171357,13.0,18.0,12.0,1.0,4.0,5.0,2.0,28.0,27.0,0,2,0,0,0
171359,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
171360,14.0,19.0,0.0,12.0,7.0,52.0,2.0,87.0,19.0,0,1,0,0,20
171361,4.0,13.0,13.0,2.0,5.0,10.0,0.0,19.0,28.0,4,2,0,0,0
171363,7.0,41.0,18.0,22.0,9.0,3.0,0.0,42.0,58.0,8,3,55,5,0
171364,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0,1,0,0,0
171368,6.0,3.0,0.0,1.0,1.0,0.0,0.0,8.0,3.0,0,1,0,0,0
171370,6.0,38.0,18.0,10.0,14.0,0.0,1.0,28.0,59.0,0,1,0,0,65
171372,7.0,4.0,0.0,3.0,0.0,2.0,2.0,15.0,3.0,0,1,3,0,0
171373,4.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0,1,0,0,1
171374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171375,10.0,20.0,14.0,7.0,3.0,6.0,3.0,32.0,31.0,0,2,0,0,0
171376,2.0,29.0,17.0,9.0,21.0,1.0,0.0,16.0,63.0,0,1,0,0,66
171377,1.0,9.0,0.0,8.0,8.0,0.0,0.0,10.0,16.0,0,1,0,0,16
171378,4.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,0,0
171379,2.0,5.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0,0,2,0,0,0
171382,10.0,10.0,17.0,1.0,2.0,0.0,0.0,15.0,25.0,0,2,0,0,0
171383,1.0,4.0,5.0,1.0,1.0,0.0,0.0,3.0,9.0,0,1,0,0,0
171384,5.0,69.0,32.0,9.0,13.0,0.0,0.0,58.0,70.0,2,3,0,0,110
171387,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,2,0
171388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171389,4.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0,1,1,0,0
171391,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,0,0
171393,7.0,8.0,5.0,3.0,1.0,1.0,0.0,14.0,11.0,0,1,0,0,0
171397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171401,1.0,8.0,1.0,3.0,5.0,0.0,0.0,5.0,13.0,0,1,0,0,13
171402,4.0,10.0,0.0,5.0,3.0,0.0,0.0,12.0,10.0,8,2,0,0,0
171404,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
171405,4.0,14.0,6.0,4.0,10.0,1.0,3.0,12.0,30.0,0,1,0,0,30
171406,2.0,5.0,4.0,2.0,2.0,0.0,0.0,7.0,8.0,0,1,0,10,0
171409,4.0,12.0,1.0,2.0,2.0,0.0,0.0,8.0,13.0,0,1,0,0,0
171410,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,0,0
171411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171415,1.0,10.0,0.0,6.0,6.0,0.0,0.0,9.0,14.0,0,1,0,0,15
171416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171420,2.0,20.0,6.0,7.0,12.0,1.0,0.0,13.0,35.0,0,2,0,0,35
171422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171428,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
171433,3.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,0,0
171437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171450,8.0,6.0,16.0,1.0,2.0,4.0,1.0,16.0,22.0,6,2,0,0,0
171459,7.0,8.0,4.0,3.0,2.0,0.0,1.0,14.0,11.0,0,1,0,0,0
171460,4.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,0,1,0,2,0
171461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171462,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,0,0,0
171464,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,0,2
171465,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,0,0
171466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171475,23.0,27.0,0.0,1.0,0.0,2.0,1.0,49.0,5.0,0,1,0,0,0
171476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171477,6.0,12.0,0.0,4.0,2.0,1.0,0.0,17.0,8.0,0,1,0,0,0
171479,11.0,26.0,10.0,7.0,1.0,1.0,1.0,31.0,26.0,0,1,0,0,34
171480,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171490,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,0,0,0
171495,2.0,10.0,6.0,5.0,1.0,1.0,0.0,11.0,14.0,0,1,0,0,0
171498,2.0,2.0,0.0,1.0,1.0,2.0,0.0,6.0,2.0,0,1,0,2,0
171499,6.0,28.0,4.0,0.0,2.0,2.0,0.0,31.0,11.0,0,1,0,28,0
171500,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,1,0,0,0
171501,4.0,17.0,0.0,5.0,7.0,3.0,0.0,17.0,19.0,0,2,22,0,0
171508,6.0,6.0,0.0,2.0,2.0,1.0,1.0,11.0,7.0,0,1,0,0,0
171512,4.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0,1,0,1,0
171513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171515,3.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,9,2,0,0,0
171519,3.0,3.0,0.0,1.0,1.0,8.0,1.0,15.0,2.0,0,1,0,0,0
171524,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,0,0
171525,1.0,5.0,0.0,4.0,3.0,0.0,0.0,6.0,7.0,0,1,0,0,7
171531,8.0,0.0,0.0,0.0,0.0,5.0,5.0,18.0,0.0,0,1,0,0,0
171532,2.0,5.0,0.0,3.0,2.0,0.0,0.0,7.0,5.0,0,1,0,0,0
171534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171545,1.0,6.0,0.0,2.0,4.0,0.0,0.0,4.0,9.0,0,1,0,9,0
171546,5.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0,1,0,0,2
171552,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
171553,6.0,13.0,13.0,4.0,3.0,0.0,0.0,16.0,23.0,0,1,0,0,0
171559,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,0,0
171563,9.0,6.0,0.0,4.0,3.0,2.0,2.0,19.0,7.0,1,2,0,0,0
171569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
171579,6.0,20.0,2.0,8.0,1.0,0.0,0.0,23.0,14.0,7,2,0,0,0
171580,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,2,0,0,0
